,title,text
3206,Злонамеренный инсайдер,"Злонамеренный инсайдер - это лицо, которое намеренно использует свои права доступа к информационным ресурсам для получения несанкционированного доступа к конфиденциальным данным или выполнения других злонамеренных действий, таких как взлом, кража или повреждение информации. Такие лица могут быть сотрудниками организации, экс-сотрудниками или внешними атакующими, которые пытаются получить доступ к важным данным для финансовой или коммерческой выгоды."
3207,Злоупотребление,"Злоупотребление - это использование ошибок или уязвимостей в компьютерной программе, сайте или базе данных для достижения нежелательных, чаще всего корыстных, целей. Подобное мошенничество может привести к сбоям в работе системы или сайта, потере данных или конфиденциальной информации, а также угрожать безопасности пользователей и компаний."
3208,Золотой образ,"Золотой образ - это эталонная копия операционной системы или приложения, которая используется для создания или восстановления других копий. Золотой образ может быть использован для развертывания ПО на нескольких устройствах или виртуальных машинах. Золотой образ также может быть использован в качестве шаблона для внесения дополнительных изменений."
3209,Зомби,"Зомби - это термин, обычно используемый для описания компьютера или сети, зараженных вредоносным ПО и контролируемых злоумышленником. Злоумышленники могут использовать зомби для распространения вредоносного ПО, сбора конфиденциальной информации, проведения DDoS-атак и т.д."
3210,ИБП,"Источники бесперебойного питания (ИБП) - это устройства, которые обеспечивают непрерывное электропитание при отключении основного источника электропитания. ИБП используются для защиты электронного оборудования от перебоев в электроснабжении, таких как сбои в работе электросети, перепады напряжения или полное отключение электричества. ИБП состоит из аккумуляторов, которые заряжаются от основного источника электропитания, и инвертора, который преобразует постоянный ток (от батарей) в переменный ток, который используется для питания электронного оборудования. Когда основной источник электропитания отключается, ИБП автоматически переключается на аккумуляторы и продолжает обеспечивать непрерывное питание. ИБП широко применяются в различных областях, включая информационные технологии, телекоммуникации, медицину, промышленность и домашнее использование. Они используются для защиты серверов, компьютеров, маршрутизаторов, телефонных систем, медицинского оборудования и других устройств от потери данных и повреждения оборудования при отключении электропитания."
3211,ИГИЛ,"ИГИЛ - запрещенная в РФ организация, за упоминание которой Роскомнадзор может отобрать домен и взыскать штраф. Согласно ст. 4 закона РФ «О средствах массовой информации» запрещается распространение информации об общественном объединении или иной организации, включенных в опубликованный перечень Минюста РФ, без указания на то, что соответствующее общественное объединение или организация ликвидированы или что их деятельность запрещена."
3212,Избирательное управление доступом,"Дискреционное управление доступом (Discretionary Access Control (DAC) ) — это тип безопасного управления доступом, который предоставляет или ограничивает доступ к объекту с помощью политики доступа, определяемой группой владельцев объекта и/или субъектами. Элементы управления механизмом DAC определяются идентификацией пользователя с предоставленными учетными данными во время аутентификации, такими как имя пользователя и пароль. DAC являются дискреционными, поскольку субъект (владелец) может передавать аутентифицированные объекты или доступ к информации другим пользователям. Другими словами, права доступа к объекту определяет владелец."
3213,ИИ,"Искусственный интеллект (ИИ) представляет собой область информатики, которая занимается созданием компьютерных систем и программ, способных выполнять задачи, требующие интеллектуальных способностей человека. Эти системы используют алгоритмы, обучение на основе данных и другие методы, чтобы анализировать информацию, принимать решения, решать проблемы и выполнять разнообразные задачи, которые ранее считались прерогативой человека. ИИ может включать в себя такие технологии, как машинное обучение, нейронные сети, обработка естественного языка и многое другое. Эта область имеет широкий спектр приложений, включая автономные автомобили, медицинскую диагностику, управление производством и многое другое."
3214,ИИ общего назначения,"ИИ общего назначения (общий ИИ, сильный ИИ, глубокий ИИ) — концепция, при которой машина имеет интеллект на уровне человека или максимально к нему приближенный, обладая способностью учиться и применять свой разум для решения любых задач. С точки зрения производительности, общий ИИ понимает, интерпретирует и действует так, как человек, благодаря всесторонним знаниям и возможностям когнитивных вычислений."
3215,иммерсионная литография,"Иммерсионная литография - метод изготовления микросхем и других микроэлектронных устройств, использующий свойства светочувствительных материалов для создания тонких пленок и производства точных и тонких микроструктур. В иммерсионной литографии используется светочувствительный материал, который подвергается определенной энергии и затем наносится на поверхность подложки. Материал затем размывается и оставляет тонкую пленку, которая используется для создания микроструктур. Для создания точных и тонких микроструктур используется маска или стеклянная пластина с определенным образом отраженным светом. Иммерсионная литография является основным методом для изготовления микросхем и других устройств, таких как процессоры, память, интегральные схемы и солнечные батареи. Метод позволяет создавать тонкие и точные микроструктуры с высокой точностью и контролируемой толщиной пленок. Также иммерсионная литография позволяет изготавливать микроструктуры с высокой плотностью интеграции, что важно для многих приложений, таких как мобильные телефоны, компьютеры и интернет вещей."
3216,Индентация,"Индентация в программировании – это использование пробелов или табуляции в начале строк кода для визуального выделения блоков кода, подчинённых определённым конструкциям, таким как условные операторы, циклы, функции. Индентация улучшает читаемость кода, делая его структуру более очевидной."
3217,Индикатор компрометации,"Индикатор компрометации (Indicator of Compromise, IoC) - это определенный объект или атрибут, который может быть использован для обнаружения или идентификации вредоносного кода, атаки или зараженного устройства. Это может быть хеш-сумма файла, IP-адрес, доменное имя, URL и т.д. Индикаторы компрометации используются для обнаружения и блокировки вредоносных действий, а также для анализа и реагирования на инциденты кибербезопасности."
3218,Инжектор,"Инжектор (от англ. ""injection"" – ""инъекция"") - это программа или код, который внедряется в другую программу или процесс операционной системы с целью изменения ее поведения. Инжекторы могут быть использованы злоумышленниками для проведения различных видов атак. Например, для изменения функциональности программ или для захвата управления над процессом, изменения содержимого памяти или получения доступа к конфиденциальной информации."
3219,Инкапсуляция,"Включение одной структуры данных в другую структуру таким образом, что первая структура данных временно скрыта. В языках объектно-ориентированного компьютерного программирования (ООП) понятие инкапсуляции (или ООП-инкапсуляция) относится к объединению данных вместе с методами, которые работают с этими данными, в единый блок."
3220,Инсайдерская информация,"Инсайдерская информация - это конфиденциальные сведения, полученные от лиц, имеющих прямое отношение к какому-либо значимому событию, происходящему в мире. Такая информация может быть связана с политическими решениями, экономическими событиями, объявлениями о финансовых результатах крупных компаний, изменениями в мировых рынках и т.д. Использование инсайдерской информации для личной выгоды может быть незаконным и вести к серьезным последствиям, включая уголовную ответственность, штрафы и убытки. Кроме того, использование инсайдерской информации может нарушить принципы конкуренции, поскольку инсайдер имеет нечестное преимущество перед другими участниками рынка, которые не имеют доступа к такой информации."
3221,Инсайдерская угроза,"Инсайдерская угроза - это угроза, которая возникает в организации и является результатом недобросовестного поведения сотрудников или подрядчиков, имеющих доступ к конфиденциальной информации или системам организации. Сюда можно отнести кражу конфиденциальной информации, подделку документов, несанкционированный доступ к компьютерным системам и т.д. Важно принимать меры по предотвращению внутренней угрозы, например, обучать сотрудников информационной безопасности, ограничивать доступ к конфиденциальной информации и контролировать деятельность сотрудников."
3222,Инсталлятор,"Инсталлятор - это компонент вредоносного кода, который отвечает за установку и настройку вредоносного ПО на зараженной системе. Инсталлятор выполняет задачи, связанные с развертыванием вредоносной программы и подготовкой её к активации, что позволяет злоумышленникам получить контроль над системой или осуществить другие вредоносные действия."
3223,Институт Кибермира,"Институт Кибермира (CyberPeace Institute) — это некоммерческая организация со штаб-квартирой в Женеве, занимающаяся мониторингом кибератак и изучением их воздействия на общество. Основная цель института — способствовать созданию более безопасного киберпространства через мониторинг, анализ и реагирование на киберугрозы, а также предоставление обучения и ресурсов для улучшения киберустойчивости различных организаций."
3224,Интеллект Будущего,"Future Intelligence (Интеллект Будущего) - это подход, который используется для прогнозирования и анализа тенденций и изменений в будущем. Он использует искусственный интеллект, машинное обучение, аналитику данных и другие технологии для обработки больших объемов данных и построения моделей для прогнозирования будущих событий и трендов. Некоторые примеры областей, где может использоваться термин ""Future Intelligence"": Бизнес-интеллект: Использование данных и аналитики для прогнозирования и планирования будущей деятельности компании и принятии решений. Искусственный интеллект: Использование методов машинного обучения и глубокого обучения для прогнозирования будущих событий и трендов в различных областях, например, в медицине, финансах, транспорте или климате. Общественный интеллект: Использование данных и аналитики для прогнозирования и планирования будущего развития общества, например, в области образования, здравоохранения или окружающей среды. В общем, ""Future Intelligence"" - это использование данных и технологий для прогнозирования и планирования будущего, которое может использоваться в различных областях и отраслях."
3225,Интернет вещей,"Интернет вещей (Internet of Things, IoT) - это международная система связи между устройствами, оборудованными датчиками и интернет-соединением, которые могут самостоятельно обмениваться данными и взаимодействовать друг с другом. Такое соединение позволяет объединять множество устройств и датчиков в одну систему, которая может контролировать и управлять ими удаленно. Интернет вещей используется в различных областях, таких как энергетика, производство, транспорт, медицина и городское управление. В энергетике Интернет вещей может быть использован для оптимизации использования энергоресурсов и мониторинга энергосистем, в производстве - для контроля и оптимизации процессов и оборудования; в транспорте - для отслеживания и управления транспортными средствами и оптимизации маршрутов; в медицине - для мониторинга здоровья пациентов и улучшения эффективности лечения; в городском управлении - для оптимизации управления инфраструктурой и улучшения качества жизни населения."
3226,Интернет-провайдер,"Интернет-провайдер (Internet Service Provider, ISP) - это компания или организация, предоставляющая доступ в Интернет частным лицам и организациям. Для предоставления доступа в Интернет провайдеры могут использовать различные типы соединений, такие как кабельное, спутниковое, мобильное или DSL. Кроме того, они могут оказывать дополнительные услуги, как например, доступ к виртуальной частной сети, облачные услуги и антивирусную защиту."
3227,Интерпол,"Интерпол — это международная полицейская организация, основанная в 1923 году и имеющая свою штаб-квартиру в Лионе, Франция. Её целью является содействие сотрудничеству между правоохранительными органами разных стран для предотвращения и борьбы с транснациональной преступностью. Интерпол обеспечивает обмен информацией, дает рекомендации по действиям, оказывает техническую и оперативную поддержку, помогает в розыске преступников и пропавших лиц. Организация объединяет членов из более чем 190 стран, делая её одним из наиболее мощных и влиятельных инструментов в борьбе с преступностью на мировом уровне."
3228,Информационная безопасность,"Информационная безопасность – совокупность систем, процессов и инструментов для защиты конфиденциальной информации компании от любых нарушений, включая модификацию, кражу и потерю. Информационная безопасность и кибербезопасность — это разные понятия. Информационная безопасность — это тип кибербезопасности, который относится непосредственно к данным, а кибербезопасность — это общий термин, который охватывает безопасность данных, а IoT-устройств, оборудования и программного обеспечения."
3229,Информационная система,"Информационная система (ИС) - технически может быть определена как набор взаимосвязанных компонентов, которые собирают, обрабатывают, хранят и распространяют информацию для поддержки принятия решений и контроля в организации. Информационные системы - это комбинации аппаратного обеспечения, программного обеспечения и телекоммуникационных сетей, которые люди создают и используют для сбора, создания и распространения полезных данных, как правило, в организационных условиях. Информационные системы - это взаимосвязанные компоненты, работающие вместе для сбора, обработки, хранения и распространения информации для поддержки принятия решений, координации, контроля, анализа и визуализации в организации. Информационная система состоит из пяти основных компонентов: аппаратного обеспечения, программного обеспечения, данных, людей и процессов."
3230,инфостилер,"Инфостилер – это троян, предназначенный для сбора информации из системы жертвы. Чаще всего трояны этого типа собирают имена пользователей и пароли, после чего отправляют их злоумышленникам. У инфостилеров есть подвид – кейлоггеры, которые регистрируют нажатия клавиш пользователя. Они тоже предназначены для сбора конфиденциальной информации пользователя."
3231,Инцидент информационной безопасности,"Инцидент информационной безопасности - нежелательное событие или совокупность событий информационной безопасности, указывающие на свершившуюся, предпринимаемую или вероятную реализацию угрозы информационной безопасности. Инцидент информационной безопасности — это несанкционированный доступ к информации с целью её дальнейшего использования в злонамеренных целях, а также нарушение работы IT-систем. Угроза внедрения или неудачная попытка получения доступа тоже считаются инцидентами."
3232,Искажающий прокси,"Искажающий прокси - это тип прокси-сервера, который искажает информацию, передаваемую через него, чтобы усложнить идентификацию пользователя. Это может включать в себя искажение User-Agent или удаление заголовков HTTP. Он используется для повышения конфиденциальности и безопасности в Интернете."
3233,искусственный интеллект,"Искусственный интеллект (ИИ) - технология создания интеллектуальных машин и компьютерных программ, основной задачей которых является использование компьютерных технологий для понимания человеческого интеллекта. Исследователи выделяют два основных направления развития ИИ: • решение проблем, связанных с приближением специализированных систем ИИ к возможностям человека, и их интеграции, которая реализована природой человека; • создание искусственного разума, представляющего интеграцию уже созданных систем ИИ в единую систему, способную решать проблемы человечества."
3234,Исторические данные,"Исторические данные - это данные, которые отражают прошлые события, тенденции и угрозы. Исторические данные могут быть использованы для анализа развития и эволюции отрасли, для обучения машинного обучения и ИИ, для прогнозирования будущих атак и защитных мер, для соблюдения норм и стандартов безопасности, а также для повышения осведомлённости и образования в этих областях. Например, исторические данные о кибератаках могут помочь понять, какие виды атак были наиболее распространены в разные периоды времени, какие методы защиты были наиболее эффективны, какие последствия имели атаки для жертв и злоумышленников, какие законы были приняты для борьбы с киберпреступностью."
3235,Исходный код,"Исходный код (source code) - это текстовый документ, который содержит инструкции для компьютера написанные на языке программирования. Исходный код используется компилятором или интерпретатором для преобразования в машинный код, который может быть выполнен компьютером. Такой код обычно написан в текстовом редакторе и сохраняется в текстовом формате с расширением .c, .cpp, .py и тд для соответствующего языка программирования. Исходный код является основой программного обеспечения, и его можно изменять и использовать для создания новых программ или модификации существующих."
3236,Канал обновления,"Канал обновления ПО — это специализированный канал, который уведомляет пользователей о доступных обновлениях ПО, а также предоставляет ссылку для скачивания и установки обновлений на компьютер."
3237,Капча,"Капча (CAPTCHA, Completely Automated Public Turing test to tell Computers and Humans Apart) - это метод аутентификации, используемый для определения того, является ли пользователь человеком или роботом. Капча обычно представляет собой изображение или текст, содержащий трудно распознаваемый текст или символы, которые необходимо ввести в специальное поле, чтобы продолжить. Эта мера помогает предотвратить автоматический спам и мошенничество на веб-сайтах. Также можно использовать решения искусственного интеллекта, которые основаны на поведенческих характеристиках пользователя, чтобы определить, человек это или бот. Злоумышленники могут использовать различные методы для обхода капчи. Один из способов - использование автоматизированных программ, называемых ботами, которые могут анализировать изображение и распознавать на нем текст или символы."
3238,Кардинг,"Кардинг - это способ мошенничества, который используется для получения несанкционированного доступа к кредитным и дебетовым картам и использования их для совершения покупок или снятия денег. Кардинг может происходить с использованием различных методов, таких как фишинг, сканирование или сбор информации с компьютера или мобильного телефона пользователя, социальная инженерия или покупка информации в темной паутине. Кардинг является серьезным преступлением и может привести к серьезным финансовым потерям для жертв."
3239,Квантовая запутанность,"Квантовая запутанность — квантовомеханическое явление, при котором квантовые состояния двух или большего числа объектов оказываются взаимозависимыми. две частицы могут запутаться, если находятся довольно близко друг к другу. Их свойства при этом становятся взаимосвязанными. Если при измерении спина первой частицы её спиральность оказывается положительной, то спиральность второй всегда оказывается отрицательной, и наоборот."
3240,Квантовая когерентность,"Квантовая когерентность – это свойство квантовых состояний, при котором частицы, например, электроны или фотоны, находятся в определенном и предсказуемом взаимосвязанном состоянии, что позволяет им действовать единообразно. Это свойство является ключевым для квантовых вычислений и квантовой телепортации, так как оно позволяет кубитам – основным единицам информации в квантовом компьютере – существовать в нескольких состояниях одновременно (суперпозиция) и запутываться. Квантовая когерентность необходима для манипулирования квантовыми состояниями и передачи информации в квантовых компьютерах и сетях. Она позволяет кубитам выполнять сложные вычисления, которые недоступны для классических компьютеров. Однако поддержание квантовой когерентности в реальных условиях – сложная задача, так как внешние факторы, такие как тепло или электромагнитные поля, могут нарушить это состояние."
3241,Квантовая память,"Квантовая память - новый тип компьютерной памяти, который использует уникальные свойства квантовых объектов, таких как атомы или фотоны. В обычных компьютерах информация хранится в виде нолей и единиц, которые записаны на жестком диске или в оперативной памяти. Квантовая память вместо этого использует кубиты - объекты, которые могут находиться одновременно в состоянии ""0"" и ""1"". Например, данные могут быть закодированы в состоянии спина электрона или поляризации фотона. Благодаря квантовым эффектам можно хранить гораздо большие объемы данных."
3242,Квантовая память FLAME,"FLAME (Fast Ladder Memory) — это проект, который разрабатывает новый тип квантовой памяти на основе световых импульсов и атомных ансамблей. Память FLAME позволит хранить и манипулировать квантовой информацией с высокой эффективностью и длительностью, избегая квантового шума. Квантовая память — это устройство, которое может сохранять состояние квантовой системы, например, фотона или кубита, и восстанавливать его по запросу. Квантовая память необходима для реализации квантовых вычислений, квантовой связи и квантовой метрологии."
3243,Квантовый шум,"Квантовый шум - это шум, возникающий из-за неопределенности состояния материи в соответствии с основными принципами квантовой механики, в частности принципом неопределенности и колебаниями энергии нулевой точки. Квантовый шум связан с дискретной природой электронов и фототоков. Квантовый шум является главным препятствием для развития квантовых компьютеров, так как он вносит ошибки в вычисления. Квантовая механика устанавливает нижний предел для точности измерений и требует, чтобы любой усилитель или детектор имели шум."
3244,Кварк,"Кварк - это элементарная частица и фундаментальная составляющая материи. Кварки объединяются в составные частицы, называемые адронами, наиболее стабильными из которых являются протоны и нейтроны, компоненты атомных ядер. Кварки обладают различными свойствами, такими как электрический заряд, масса, цветовой заряд и спин. Они участвуют во всех четырех фундаментальных взаимодействиях: электромагнитном, гравитационном, сильном и слабом. Существует шесть типов кварков, известных как ароматы: верхний, нижний, очарованный, странный, истинный и красивый."
3245,Кейлоггер,"Кейлоггер — это программное или аппаратное средство, используемое для регистрации и сохранения нажатий клавиш на клавиатуре пользователя без его ведома. Информация, собранная кейлоггером, может включать в себя всё, что вводится с клавиатуры: от сообщений в чатах и электронной переписки до конфиденциальных данных, таких как пароли и информация о кредитных картах. Хотя кейлоггеры могут использоваться в законных целях, например, для мониторинга активности на рабочих станциях в организациях, чаще они ассоциируются с вредоносным программным обеспечением и цифровым шпионажем."
3246,Кибервойна,"Кибервойна — это разновидность информационной войны, и она ограничивается Интернетом. В отличие от кибертерроризма, кибервойна и информационная война имеют конкретные цели в конфликте. Кибертерроризм носит массовый характер и наносит вред любому, кто попал в зону влияния злоумышленников."
3247,Кибергегемония,"Кибергегемония - это понятие, которое означает стремление одной страны или группы стран к политическому, экономическому и военному превосходству в киберпространстве над другими странами или регионами. Кибергегемония может проявляться в различных формах, таких как кибершпионаж, кибератаки, кибервойна, киберимпериализм, кибердиссидентство и т.д. Кибергегемония также связана с вопросами глобального управления интернетом, цифрового суверенитета, кибербезопасности и защиты прав человека в сети."
3248,Кибероружие,"Кибероружие - это компьютерное или информационное оборудование, программное обеспечение или технология, которые используются для повреждения или нарушения работы компьютерных систем, сетей или информационных ресурсов. Примерами кибероружия могут быть вирусы, черви, трояны, бэкдоры, DDoS-атаки, APT и разведывательное кибероружие. Кибероружие становится все более распространенным и мощным инструментом и приобретает важное значение для государств и компаний для защиты их критически важных информационных активов. Целью кибероружия является нанесение ущерба информационной системе или сети, как например кража конфиденциальной информации, нарушение доступности сервисов или повреждение оборудования."
